SMILES,LogS
FC(F)(F)c1cc(N)ccc1,-1.47
S(=O)(=O)(O)c1cc(N)c(OC)cc1,-0.89999998
S(=O)(=O)(O)c1cc(N)c(C(=O)O)cc1,-1.3159999999999998
OC1CCC(C(C)(C)C)CC1,-3.194
Ic1ccc(S(Cl)(=O)=O)cc1,-4.2690001
NC(C)c1ccccc1,-0.46000001
O=C(C)c1ccccc1,-1.2920001
ClC(Cl)c1ccccc1,-2.809
O=C(O)C1CCCCC1,-1.4450001
O=C(N)c1nccnc1,-0.91399997
O=C(O)c1ncccc1,0.89200002
O=[N+]([O-])c1cc(C)ccc1,-2.438
O=[N+]([O-])c1cc(N)ccc1,-2.0610001
O=C(O)C=1OC(C(=O)O)=CC(=O)C=1,-1.11
O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(=O)O)c1,-2.1960001
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.885
Clc1c(Cl)ccc([N+](=O)[O-])c1,-3.201
O=[N+]([O-])c1cc([N+](=O)[O-])ccc1,-2.4990001
O=C(O)C(CCC)CCC,-1.858
Oc1ccc(C(CC)C)cc1,-2.194
O=C(OC)c1ccc(O)cc1,-1.784
C(C)(C)C1=CCC(C)=CC1,-4.1960001
C(C)(C)c1ccc(C)cc1,-3.7590001
O=C(C)c1ccc(O)cc1,-1.138
Clc1ccc([N+](=O)[O-])cc1,-2.845
O=[N+]([O-])c1ccc(O)cc1,-1.079
O=[N+]([O-])c1ccc(OC)cc1,-2.414
O=C(O)c1ccc(C(=O)O)cc1,-4.044000100000001
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-3.3870001000000003
C(=C)C1CC=CCC1,-3.335
C(C)c1ccccc1,-2.7980001
C(=C)c1ccccc1,-2.526
ClCc1ccccc1,-2.382
N#Cc1ccccc1,-1.712
N#Cc1ccncc1,-0.41499999
O=Cc1ccccc1,-1.1840000000000002
N#Cc1cnccc1,0.113
N(C)c1ccccc1,-1.28
N(N)c1ccccc1,0.07
ON=C1CCCCC1,-0.79799998
ONc1ccccc1,-0.43599999
S(C)c1ccccc1,-2.3900001
C(=C)c1ncccc1,-0.58200002
OCC1OCCCC1,0.935
C(C)N1CCOCC1,0.93900001
O=Cc1cc(O)ccc1,-1.23
Clc1nc(Cl)nc(Nc2c(Cl)cccc2)n1,-4.5370002000000005
Clc1cc(OC(C(=O)O)C)ccc1,-2.2230000000000003
Clc1c(N)ccc(Cc2cc(Cl)c(N)cc2)c1,-4.2839999
O=C(OC1CC2N(C)C(C1)CC2)[C@H](CO)c1ccccc1,-1.91
O=C(N(C)C)Nc1ccccc1,-1.61
Oc1ccc(Cc2ccccc2)cc1,-3.401
O(c1ccccc1)c1ccccc1,-3.9760001
N=C(Nc1ccccc1)Nc1ccccc1,-2.325
O=[N+]([O-])c1ccc(NC(=O)NCCC(=O)O)cc1,-2.7049999
N(CC=C)(CC=C)CC=C,-1.739
O=C(OC(COC(=O)C)COC(=O)C)C,-0.57499999
O=C(OCC(CCCC)CC)CCCCC(=O)OCC(CCCC)CC,-5.6770000000000005
C(Cc1ccccc1)c1ccccc1,-4.6269999
N(=Nc1ccccc1)c1ccccc1,-4.454
O=C(OCC)/C=C/c1ccccc1,-2.9960001
BrCCc1ccccc1,-3.675
N(Cc1ccccc1)C,0.917
N(CC)c1ccccc1,-1.7009999999999998
O=CNc1ccccc1,-0.62699997
O(CC)c1ccccc1,-2.332
O=C(O)Cc1ccccc1,-0.91399997
N(Cc1ccccc1)(C)C,-1.052
O=C(Nc1ccccc1)C,-1.325
O=C(Nc1ccc(C)cc1)C,-2.095
O=C(Nc1ccc(O)cc1)C,-1.033
O=[N+]([O-])c1ccc(NC(=O)C)cc1,-1.913
S=C(N/N=C/c1ccc(NC(=O)C)cc1)N,-3.4289998999999995
C(CC)Cc1ccccc1,-4.0560002
C(CCCCC)CCCCc1ccccc1,-7.959000099999999
NCC(CCCC)CC,-1.7130001
OCC(CCCC)CC,-2.1700001
C(C)c1cnc(C)cc1,-1.0039999
O(C)c1ccc(N)cc1,-0.76800001
O=C(O)/C=C/c1nc[nH]c1,-1.964
C(C)c1ccc(CC)cc1,-3.733
OCC(CCC)C,-1.2309999
OC(C#C)CCC,-0.412
O=C(OCC)CC,-0.72600001
ClCC(=O)OCC,-0.8009999999999999
O=C(OC(CC)C)C,-1.273
O=C(OCC)CCC,-1.375
O=C(OCC)CC#N,-0.75199997
O(C(OCC)C)CC,-0.42899999
O=C(OCCCC)/C=C\C(=O)OCCCC,-2.6600001
OC/C=C(/CCC=C(C)C)\C,-3.188
OC/C=C(\CCC=C(C)C)/C,-2.4630001
O=C(OCC)CCCCCC,-2.737
Brc1ccc(Br)cc1,-4.072
Brc1ccc(C)cc1,-3.1919999
Brc1ccc(O)cc1,-1.092
Cc1ccc(C)cc1,-2.8160000000000003
Clc1ccc(N)cc1,-1.515
Nc1ccc(C)cc1,-1.217
Nc1ccc(N)cc1,-0.46599999
O=C1NCC(=O)NC1,-0.83200002
O=C(OCC(C)C)C=C,-1.853
O=C(CCCCC)CC,-1.693
O=C(OC)CCCCC,-1.9910001
C(C)C1OC1,0.12
BrCCC,-1.7009999999999998
BrCC=C,-1.499
C(CC)C,-2.9779999
C(=C)CC,-2.405
SCCC,-1.6030000000000002
BrCCCl,-1.318
ClCC=C,-1.3559999
ClCCO,1.094
NCC=C,1.243
N#CCC,0.27200001
N#CC=C,0.147
OCC=C,1.2359999
O(C=C)C,-0.588
S(=O)(=O)(O)CCN,-0.191
O=C([O-])C[N+](C)(C)C,0.71700001
P(F)(=O)(OC(C)C)C,0.85399997
[Si](O[Si](C)(C)C)(O[Si](C)(C)C)(C)C,-6.8420000000000005
P(=O)(OCCCC)(OCCCC)O,-1.087
O=C(CC(OC)(C)C)C,0.333
BrCCC(C)C,-2.8870001
O=C(CCC)C,-0.30199999
OC(CCO)C,1.045
O=C(N)CC#N,0.189
O=C(O)CCC,-0.1669999999999999
O=[N+]([O-])CCC,-0.77399999
O=C(OC=C)C,-0.634
C(CC(C)C)(C)C,-4.2610002
NC(CC(C)C)C,-4.1079998
OC(CC(C)C)C,-0.79400003
N(C(C)C)C(C)C,0.035999998
O=C(NC(=O)N)N,-0.83099997
O(C(C)C)C(C)C,-1.0650001
O=C1OC(C)CO1,0.234
Brc1cc(Br)ccc1,-3.543
Brc1cc(Cl)ccc1,-3.21
Cc1cc(C)ccc1,-2.819
Clc1cc(N)ccc1,-1.3730000000000002
Clc1cc(O)ccc1,-0.69400001
Nc1cc(C)ccc1,-0.85399997
Oc1cc(O)ccc1,0.81400001
ClCC(OC(CCl)C)C,-2.003
CC1OC(C)OC(C)OC(C)O1,-2.9000001
O=C(OC(COC)C)C,0.176
Clc1cc(Cl)cc(Cl)c1,-4.48
Nc1nc(N)nc(N)n1,-1.592
Oc1nc(O)nc(O)n1,-1.8099999
OC(CC(C)C)CC(C)C,-2.5109999
O=C(CC(C)C)CC(C)C,-1.7309999
BrC1CCCCC1,-2.2939999
Brc1ccccc1,-2.5469999
CC1CCCCC1,-3.846
Cc1ccncc1,1.031
O=C1CCCCC1,-0.59399998
Oc1ccccc1,-0.056000002
Cc1cnccc1,1.031
Oc1cnccc1,-0.456
CC1NCCNC1,0.63800001
Cc1nccnc1,1.026
Clc1ncccc1,-0.75400001
O=C(OCCCC)CCC,-2.46
OC(C#CCC)C,-0.412
O=C(O)CCCC,-0.62900001
O(C=C)CC(C)C,-1.524
S=C(NCC=C)N,-0.294
O=C(OCCC)C,-0.73299998
BrCCCBr,-2.075
BrCCCC,-2.198
C(=C)CCC,-2.6760001
ClCCCC,-1.925
BrCCCCl,-1.847
NCCCC,1.136
N#CCC#N,0.30399999
OCCNC,1.124
O(COC)C,0.50599998
N(CC)CC,1.136
O(C=C)C=C,-0.95999998
[nH]1cccc1,-0.17299999
O1CCCC1,1.142
O=C(CCC(C)C)C,-1.325
O=C(N)CCC(=O)N,-1.546
O=C(O)/C=C\C(=O)O,0.57999998
O=C(O)/C=C/C(=O)O,-1.22
O=C(OCC(C)C)C,-1.266
O=C(NN=C(C)C)N,-0.26699999
O=C(OCC)CCCCCCCCC,-4.099999899999999
O=C(OCC)CCCCCCCCC(=O)OCC,-3.5090001
O=C(OC)CCCCCCCCC,-4.6269999
O=COCCC(C)C,-1.521
BrCCCCBr,-2.79
BrCCCCC,-3.075
C(CCC)CC,-3.9579999
ClC/C=C/CCl,-2.1670001
N#CCCC#N,0.2
O=CCCCC,-0.86699998
OCCCCO,1.045
OCC#CCO,0.63800001
O(CCOC)C,1.045
O=COCCC,-0.60299999
ClCCOC=C,-2.395
C1CCCCC1,-3.1849999
N1CCNCC1,1.0650001
O1COCOC1,0.28799999
N(CC(C)C)CC(C)C,-1.7690001
OC(CNCC(O)C)C,0.81
O=C(OC)CCCCCCC,-3.3900001000000004
O=C(CCCCCC)C,-2.154
O=C(O)CCCCCC,-1.664
O=C(O)CCCCCC(=O)O,-0.50599998
O=[N+](OCCOCCOCCO[N+](=O)[O-])[O-],-1.561
BrCCCCCC,-3.808000100000001
NCCCCCC,-0.926
O(C=C)CCCC,-1.524
OCCNCCO,0.97799999
O(CCC)CCC,-1.319
S(CCO)CCO,0.91299999
N1CCCCCC1,0.234
C(CCCC)CCC,-5.2379999
C(=C)CCCCCC,-4.4369998
N#CCCCCC#N,-0.131
OCCCCCCC,-1.842
OCCNCCCC,0.93099999
O(CCO)CCCC,0.92699999
O(CCOC)CCO,0.92000002
C(CCCC)CCCC,-5.7659998
NCCCCCCCC,-2.8099999
ClCCOCOCCCl,-1.346
N(CCCC)CCCC,-1.567
O(CCOC)CCOC,0.87199998
O=C(OCCOCCOCC)C,0.75400001
ClCCOCCOCCCl,-0.99599999
O(CCOCCCC)CCO,0.79000002
O(CCOCCO)CCOC,0.78500003
O=C(O)CCCCCCCCCC,-3.553
O=C(O)CCCCCCCCC=C,-3.398
C(CCCCCC)CCCCC,-7.663000099999999
O(CCOCCCC)CCCC,-1.9400001
O(CCOCCCCCC)CCO,-1.0490000000000002
N=C(NCCCCCCCCCCCC)N,-2.5569999
OCCCCCCCCCCCCCC,-6.0500002
O(CCOCCCC)CCOCCCC,-1.862
C(CCCCCCCCCC)CCCCCCCCC,-8.171999900000001
N=C(N)N,-1.507
O=C(Oc1c(OC(C)C)cccc1)NC,-2.0510001
C(=C)C,-2.323
OC(C#C)(C)C,1.075
ClC(Cl)(Cl)CO,-0.25400001
S(=O)(=O)(C(S(=O)(=O)CC)(C)C)CC,-1.219
FC1(F)C(F)(F)C(F)(F)C1(F)F,-3.928
ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C(C(=O)O)C2C(=O)O,-2.046
ClC(Cl)(Cl)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-5.6659999
O(C)c1c2OC3C(OC)=CC=C4C53c2c(cc1)CC4N(C)CC5,-2.661
O=C1C(CC=C)(c2ccccc2)C(=O)NC(=O)N1,-2.152
OCC(N)(CO)C,0.97799999
OCC(N)(CO)CC,0.92400002
OCC(CO)(CC)CC,0.18000001
P(=O)(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,-5.2350001
S=P(SCC(=O)NCC)(OC)OC,-1.457
S(C(/C=N/OC(=O)NC)(C)C)C,-1.499
O=C(CO)C,1.13
O(C(=C)C)C,1.142
O=C(O)C(CC)C,-0.35600001
S(=O)(=O)(O)c1c2C(=O)c3c(c(S(=O)(=O)O)ccc3)C(=O)c2ccc1,0.257
Clc1c([N+](=O)[O-])c(Cl)c(Cl)cc1Cl,-5.0960002
O=C1C(O)=C(c2cc(O)c(O)cc2)Oc2c1c(O)cc(O)c2,-3.7019999
O=C1c2c(C(=O)c3c1cccc3)ccc(N)c2,-6.1370001
ClC1=C(Cl)C(=O)c2c(C1=O)cccc2,-4.4530001
O=C(OCC(CCCC)CC)c1c(C(=O)OCC(CCCC)CC)cccc1,-6.1599998
O=C(OCCOC)c1c(C(=O)OCCOC)cccc1,-1.521
FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,-4.5240002
O=C1NC(N)=Nc2n(C3C(O)C(O)C(CO)O3)cnc12,-2.6070001
O(C)c1c(OC)ccc2C(C3N(C)CCc4c3cc3OCOc3c4)OC(=O)c12,-4.1069999
S(=O)(=O)(O)c1c2c(cc(S(=O)(=O)O)c1)cc(N)cc2,-0.122
ClN1C(=O)N(Cl)C(C)(C)C1=O,-2.596
O=C(Oc1ccccc1)c1c(O)cccc1,-3.155
O=C1C(O)=C(C)OC=C1,-1.063
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-7.6620002
Brc1c(O)c(Br)cc(Br)c1,-3.674
Clc1cc(C(F)(F)F)c([N+](=O)[O-])cc1,-3.3529998999999995
S(=O)(=O)(O)c1c(C)ccc(N)c1,-1.619
O=C(O)c1c(C)cccc1,-2.062
O=[N+]([O-])c1c(C)c([N+](=O)[O-])cc([N+](=O)[O-])c1,-3.2960000000000003
S=P(OCC)(OCC)OC1=NN(c2ccccc2)C(=O)C=C1,-3.5320001000000003
O=[N+]([O-])c1c(OC)ccc([N+](=O)[O-])c1,-3.1070001
S(=O)(=O)(O)c1cc2c(N)cccc2cc1,-1.682
O=C(Oc1n(C(C)C)nc(C)c1)N(C)C,0.67500001
Oc1c(C(C)(C)C)cc(C)cc1Cc1c(O)c(C(C)(C)C)cc(C)c1,-7.230999900000001
Clc1ccc(C(O)c2ccccc2)cc1,-3.4890001000000006
O=C(c1ccccc1)c1ccccc1,-3.1240001
n1cc2c(cc1)cccc2,-1.456
O(C)c1c(N)ccc(-c2cc(OC)c(N)cc2)c1,-3.6099999
Nc1c(C)cc(-c2cc(C)c(N)cc2)cc1,-2.2130001
OCCN(CCO)c1ccccc1,-0.73400003
O=Cc1cc(OC)c(OC)cc1,-1.42
S(=O)(=O)(O)c1cc2c(cc1)cccc2,-0.54000002
O=Cc1cc(OC)c(OCC)cc1,-2.191
Clc1cc(Cc2ccccc2)c(O)cc1,-3.1670001
O=Cc1cc2OCOc2cc1,-1.632
O=C(OC)c1ccc(C(=O)OC)cc1,-4.0089998
[nH]1c2c(cc1)cccc2,-1.517
[nH]1c2ncncc2nc1,0.61900002
Clc1c(Cl)ccc(Cl)c1,-3.569
Clc1c(O)ccc(Cl)c1,-1.5590000000000002
S(=O)(=O)(O)c1c(C)ccc([N+](=O)[O-])c1,0.48699999
O=[N+]([O-])c1c(C)ccc([N+](=O)[O-])c1,-2.9590001
O=Cc1cc(OC)c(O)cc1,-1.141
N(CC)(CC)CC,-0.1689999999999999
S(=O)(=O)(O)c1ccc(N)cc1,-1.205
N(C)(C)c1ccccc1,-1.9220001
O=C(O)c1cc(C(=O)O)ccc1,-3.1070001
O=[N+]([O-])c1cc(C(=O)O)ccc1,-1.669
O=C(OC)c1ccc(OC)cc1,-2.4119999
O=C(C)c1ccc(C)cc1,-2.5569999
OC(CN(CC(O)C)CC(O)C)C,0.63700002
Clc1nc(NCC)nc(NCC)n1,-4.5120001
O=C(OC(C)C)Nc1ccccc1,-3.0009999
N(Nc1ccccc1)c1ccccc1,-2.9210000000000003
OCCNc1ccccc1,-0.47499999
O(CCO)c1ccccc1,-0.71399999
ClCC(CCCC)CC,-3.1719999
Oc1ccc(CC)cc1,-1.3969999999999998
O=Cc1ccc(OC)cc1,-1.5019999999999998
O=CC(CCC)C,-1.3769999999999998
O=C(OCC)CCC(=O)OCC,-0.95999998
O=C(OCC)CCCCCCCC,-3.8
Oc1ccc(O)cc1,-0.184
C(C=C)(=C)CCC=C(C)C,-4.3860002
O=CCC,0.722
O=CNC,1.229
OCCC(C)C,-0.51899999
O=C(CC(=O)C)C,0.22
O=C1NC(=O)CC1,0.296
CC1OC(C)OC(C)O1,-0.071999997
O=CCCC,-0.0069999999999999
N1CCCC1,1.148
O=C(N=NC(=O)N)N,-3.5209999
O=C(OCCCCCCCC)CCCCC(=O)OCCCCCCCC,-5.6770000000000005
S(CC(=O)O)CC(=O)O,0.426
O=C(OCCCC)CCCCCCCCCCCCCCCCC,-2.302
O=C(O)CCCCCCCC(=O)O,-1.8940001
N(CC=C)CC=C,-0.052999999
O=C(O)CCCCCCC,-2.2620001
O=CCCCCCCC,-2.3599999
C(CCCCC)CCCC,-6.4369998
O=CCCCCCCCC,-3.1710000000000003
O=C=O,-1.473
BrC(Br)Cl,-1.887
[As](=O)(O)(O)C,0.26199999
OCC(N)(C)C,1.05
O=C1C(CC)(c2ccccc2)C(=O)NCN1,-2.6400001
Clc1c(OC)cc(OC)c2C(=O)[C@@]3([C@H](C)CC(=O)C=C3OC)Oc12,-4.6110001
O=C(OC1(C#C)CCCCC1)N,-1.825
O(CC(CO)(CO)CO)CC(CO)(CO)CO,-1.9579999
O=C1CC(=O)CC(C)(C)C1,-1.528
O=C(N)C1(CC)C(CCC)O1,-1.175
N#CC(=C)C,-0.42199999
O=C(NO)N,1.119
ClC(Cl)=C(Cl)Cl,-2.9059999
O=C(N(C)C)C,1.0599999
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)CCC3C1CCC=1[C@]2(C)CCC(=O)C=1,-3.434
Clc1c2[C@@H](O)C3C(C(=O)c2c(O)cc1)=C(O)[C@]1(O)C(=O)C(C(=O)N)=C(O)[C@@H](N(C)C)C1C3,-2.4849999
S(=O)(=O)(NC(=O)c1ccccc1)c1ccc(N)cc1,-2.95
ClN1C(=O)CCC1=O,-0.97000003
Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,-5.5650001
Oc1c(C(C)(C)C)cccc1C(C)(C)C,-4.9169998
c12c3c4ccc1cccc2ccc3ccc4,-6.1760001
O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccc(O)cc1,-3.733
O=C1c2c(O)cccc2C(=O)c2c1cccc2,-4.421
O=[N+]([O-])c1c(C(=O)O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,-1.098
Clc1c2c(c(O)cc1)nccc2,-3.9760001
O(C)c1cc2c(C(O)C3N4CC(C=C)C(C3)CC4)ccnc2cc1,-2.812
O=C(OC)c1c(C(=O)OC)cccc1,-1.686
O=C(OCC=C)c1c(C(=O)OCC=C)cccc1,-3.131
O=[N+]([O-])c1c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])c1,-3.865
O=[N+]([O-])c1c(O)c(C2CCCCC2)cc([N+](=O)[O-])c1,-4.2490001
O=Nc1c(O)ccc2c1cccc2,-2.2379999
O=Nc1c(O)c2c(cc1)cccc2,-2.539
O=C(O)c1c(C(=O)Nc2c3c(ccc2)cccc3)cccc1,-3.1630001
Oc1c2c(cc(O)c1)cccc2,-1.949
ClC(Cl)(Cl)SN1C(=O)C2C(C1=O)CC=CC2,-4.77
ClC(Cl)(Cl)SN1C(=O)c2c(C1=O)cccc2,-5.5689998
ClC(Cl)C1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,-2.677
O=C(OC)c1c(N)cccc1,-1.725
Nc1c2c(ccc1)cccc2,-1.925
S(=O)(=O)(O)c1cc(N)c2c(c1)cccc2,-2.3399999
C(C)c1c(CC)cccc1,-3.276
S(=O)(=O)(N)c1c(C(F)(F)F)cc2NCNS(=O)(=O)c2c1,-3.043
C(CC)(C)c1ccccc1,-3.882
O=C(OCCCC)c1ccccc1,-3.48
S(SC(=S)N(C)C)C(=S)N(C)C,-3.904
OCC(CC)C,-0.472
O=C(Nc1c(C)cccc1C)CN(CC)CC,-1.757
O=C(OCCCC)C(O)C,-0.56300002
S(=O)(=O)(N)c1ccc(CN)cc1,0.32100001
O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,-0.064999998
C(=C)(C)C1CC=C(C)CC1,-4.255000099999998
OC1(C)CCC(C(=C)C)CC1,-1.846
O=C(O)C(N)Cc1sccc1,-0.83600003
OCCN(CCO)CC,0.87599999
O=[N+]([O-])c1oc(/C=N/N2C(=O)OC(CN3CCOCC3)C2)cc1,-2.6359999
O=C(OCc1ccccc1)C,-1.6849999
N#CCc1ccccc1,-3.069
O(C)c1ccc(CC=C)cc1,-2.9200001
O=C(OCC)C=C,-0.8240000000000001
O=C(OCC)/C=C\C(=O)OCC,-1.09
O=C(OCC)CCCCC(=O)OCC,-1.6799999
[Si](O[Si](O[Si](C)(C)C)(C)C)(O[Si](C)(C)C)(C)C,-7.664
ICCC(=O)O,-0.43000001
O=C(OCC)C,-0.041999999
S=C1SCC(=O)N1,-1.7719999999999998
S=C1NC(=O)C=CN1,-2.257
O=C1NC=CC=C1,1.022
O=C(NCCO)C,0.98699999
O=C(O)CCCCC,-1.052
N(CCC)CCC,-0.46000001
O=C(OCCCCCC)C,-2.451
O(CCCC)CCCC,-2.638
OCCCCCCCCC,-3.013
N(CCCCCC)CCCCCC,-3.1570001
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(=O)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.2589998
OC(C(CO)(C)C)C(C)C,-0.88599998
O=C(O)C(=O)O,0.38800001
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,-2.9690001
O=C(O)C1C(C(=O)O)C2OC1CC2,-0.27000001
O=C[C@H](O)[C@@H](O)[C@@H](O)CO,0.523
Oc1c2ncccc2ccc1,-2.4170001
S(=O)(=O)(N)c1c(C(F)(F)F)cc2N=CNS(=O)(=O)c2c1,-0.81900001
c1(-c2ncsc2)[nH]c2c(n1)cccc2,-3.605
OC(C(O)CO)CO,0.6990000000000001
O=C(O)c1ccc(N)cc1,-1.351
Clc1ccc(NC(=O)N(C)C)cc1,-2.9360001
O(C)c1ccc(O)cc1,-0.49200001
BrC(Cl)C(F)(F)F,-1.686
O=C(O)Cc1ccc(O)cc1,-0.39899999
O=[N+]([O-])c1oc(/C=N/NC(=O)c2ccncc2)cc1,-3.734
Cl/C=C\Cl,-1.1799999
c12c3c4c5c6c1c(ccc2ccc3ccc4ccc5)ccc6,-9.026
c12c3c4cc-5c1c(-c1c-5cccc1)ccc2ccc3ccc4,-9.1630001
c12c3c(ccc1ccc1c2cccc1)cccc3,-7.821000099999999
c12c3c4c5c(c1cccc2ccc3)cccc5ccc4,-8.8000002
c12c3c4ccc1cccc2Cc3ccc4,-5.2379999
c12c3cccc1-c1c(-c2ccc3)cc2c(c1)cccc2,-8.4989996
c12c3cccc1C=Cc2ccc3,-3.9760001
c12c3c(c4c(cc3)cccc4)ccc1c1c(cc2)cccc1,-7.809999900000001
c12c(c3c(c4c1cccc4)cccc3)cc1c(c2)cccc1,-8.2399998
c12c(c3c(cc1)cccc3)ccc1c2cccc1,-8.057000200000001
c12c3c(ccc1cc1c(c4c(cc1)cccc4)c2)cccc3,-8.4320002
S1c2c(Nc3c4c(ccc13)cccc4)c1c(cc2)cccc1,-7.907999999999999
S1c2c(Nc3c1cccc3)c1c(cc2)cccc1,-5.8959999000000005
n1c2c3c(nccc3)ccc2ccc1,-2.681
c12c(ccc3-c4c(cccc4)Cc13)cccc2,-6.678
[nH]1c2c(c3c1c1c(cc3)cccc1)ccc1c2cccc1,-7.4099998
O1c2c(Oc3c1cccc3)cccc2,-5.3109999000000006
[nH]1nnc2c1ncnc2,-0.221
o1c2c(nc1)cccc2,-1.155
N12CCN(CC1)CC2,0.60299999
C1CCCC1,-2.6530001
o1nccc1,0.38299999
n1ncccc1,1.096
n1cnccc1,1.096
C1CCCCCC1,-3.5150001000000004
S=P(OCC)(OCC)Oc1nccnc1,-2.3380001
S=P(SCSCC)(OCC)OCC,-3.717
S=P(SCCSCC)(OCC)OCC,-4.2259998
P(=O)(OCC(CCCC)CC)(OCC(CCCC)CC)O,-3.2479999
O[C@@H]([C@@H](NC)C)c1ccccc1,-0.41499999
Clc1c(OP(=S)(OC)NC(C)C)ccc(Cl)c1,-4.7979999000000015
Clc1c(OP(=O)(OC)NC)ccc(C(C)(C)C)c1,-3.164
Brc1c(O)c(Br)cc(CC(N)C(=O)O)c1,-1.928
ClC(Cl)C(F)(F)F,-1.862
P(=O)(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,-1.8789999
Cl/C=C/OP(=O)(OCC)OCC,-1.332
O=C(O)[C@H](N)CO,0.54000002
O=C(Oc1cc(C)c(N(C)C)c(C)c1)NC,-3.3469999
O=C1NC=Nc2[nH]ncc12,-2.3789999
O=C(O)[C@H](N)C(CC)C,-0.50300002
Clc1cc(C(=O)O)c(O)cc1,-1.237
Fc1c(NC(=O)C)ccc(C)c1,-1.74
Fc1c(F)cc(F)c(F)c1,-2.3759999
O=C(OC1[C@H](O)[C@H](O)C[C@@](O)(C(=O)O)C1)/C=C/c1cc(O)c(O)cc1,-0.94700003
Clc1c(Cl)cc(OP(=S)(OCC)CC)c(Cl)c1,-5.7519999
P(F)(=O)(OC1CCCCC1)C,-1.6869999999999998
Clc1c(Cl)ccc(NC(=O)N(C)C)c1,-3.744
Clc1c(Cl)ccc(NC(=O)N(OC)C)c1,-3.5209999
S=P(OCC)(OCC)Oc1nc(C(C)C)nc(C)c1,-3.881
O=C(O)[C@H](N)C,0.26800001
ClCc1c(F)cccc1,-2.5409999
Clc1c(F)cccc1,-2.4159999
S(SC[C@@H](N)C(=O)O)C[C@@H](N)C(=O)O,-3.381
S(CC)CC,-1.46
O=C(O)CNC(=N)N,-1.5119999999999998
O(C)c1c(OC)cc2c(N3C(=O)CC4OCC=C5C6C4C3[C@]32C(N(C5)CC3)C6)c1,-2.0910001
O=C(O)CNC(=O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)CC4)CCC3C2CC1,-5.2210002
c1(-c2ncccc2)ncccc1,-1.421
Fc1c(F)cccc1,-1.0
O=C(O)C(N)Cc1n(C)cnc1,0.072999999
FCCO,1.193
Fc1cc(F)ccc1,-2.0
FC(F)(F)C(O)C,0.31
ClC(Cl)(F)C(F)(F)F,-3.096
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@@H](C)CC3C1CCC=1[C@]2(C)C=CC(=O)C=1,-3.7709999
O=C1C2(C)C(C3C(C(=O)C2)C2(C)C(=CC(=O)CC2)CC3)CC1,-3.484
O=C(O)C=1C(=O)c2c(N(CC)C=1)nc(C)cc2,-3.3659999
N#CN,1.075
FC12C3(C)C(C(C)CC1C1C(C)(C(O)(C(=O)C)CC1)CC2O)=CC(=O)C=C3,-4.099
FC(F)(F)/C(=N\O)/C,-0.229
FC(F)(F)c1c(C(=O)O)cccc1,-1.598
O=C1C=C2[C@@](C)(C3C(C4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,-5.658
O=C(O)CC[C@@H](C)C1[C@]2(C)C(C3C([C@]4(C)C(C[C@H](O)CC4)CC3)CC2)CC1,-6.0
O=C(N(c1ccccc1)C1CCN(CCc2ccccc2)CC1)CC,-3.2260001
O(C)c1cc(O)c2C(=O)c3c(Oc2c1)ccc(O)c3,-2.9349999
Clc1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,-3.7550001
Fc1c(C(=O)O)cccc1,-1.289
Fc1cc(O)c([N+](=O)[O-])cc1,-2.05
O=C(O)Cc1c(O)ccc(O)c1,0.7040000000000001
Nc1nc2[nH]cnc2cn1,-1.21
Fc1cc(C(=O)O)ccc1,-1.97
Fc1ccc(C(=O)O)cc1,-2.0669999
ClCc1cc(F)ccc1,-2.543
C(C#C)#C,-0.72399998
N=C1OC(=N)OC(=N)O1,-3.1110001
O=C(NCC(=O)O)N,-0.58099997
O=C(NCCC(=O)O)N,-0.8009999999999999
O(COCC)CC,-0.17299999
OC(C(C)(C)C)C,-0.62400001
