SMILES,LogS
O=C1NC=Nc2n(C)cnc12,-1.796
O(CC)c1nc(OCC)nc(OCC)n1,-1.484
S(P(=O)(OC)OC)CCSCC,-1.844
O=[N+](OCCCC)[O-],-2.027
Cc1[nH]c2ncncc2n1,-0.382
Clc1c(Cl)c(Cl)c(OC)c(OC)c1Cl,-5.2389998
O=C1N(C)C(=O)C=2NC(=O)NC=2N1C,-2.5769999
O=C(OCCCCCCCC)c1cc(O)c(O)c(O)c1,-3.8940001
[Si](O)(O)(C)C,1.035
O=C(OC)CCCC(=O)OC,-0.43399999
N(C)(C)c1ccncc1,-0.206
Clc1cc(C)c(O)c(C)c1,-1.676
C(C)c1c2c(ccc1)cccc2,-4.164
OCC(CC)(C)C,-1.1289999
O=C(O)C(O)C(N)C(=O)O,-0.82700002
O=Cc1c(O)ccc(O)c1,-1.0
N(CCCc1ccccc1)(C)C,-1.6569999
O=C(OCCCCCCCC)c1ccc(O)cc1,-4.2220001
O=C(O)c1c(C)c2C(=O)c3c(O)c([C@@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)c(O)c(O)c3C(=O)c2cc1O,-2.5780001
O=[N+]([O-])c1c(O)c(C(C)(C)C)cc([N+](=O)[O-])c1,-4.7270002
O=C(NCCCCCC(=O)O)N,-2.1619999
Clc1cc(C)c(O)cc1,-1.5519999999999998
FC(F)(F)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,-6.2610002
O=C(NC(NC(=O)N)C)N,-0.59200001
O=[N+](OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO)[O-],-1.585
C(C)C1CCCCC1,-4.2509999
Ic1c(O)c(I)cc(C#N)c1,-3.8699999
Clc1c(C(=O)O)nc(Cl)cc1,-1.388
Brc1cc(C=O)c(O)cc1,-3.303
O=C(O)CCCCCCCCCC(=O)O,-1.6269999999999998
Clc1nc(NC(C)C)nc(NCC)n1,-3.793
Clc1c(C(=S)N)c(Cl)ccc1,-2.336
Clc1c(OCC(=O)OCCOCCCC)ccc(Cl)c1,-4.428
Clc1c(Cl)ccc(COC(=O)NC)c1,-3.1389999
O=C1C2(C)C(C)(C)C(C(=O)N1)CC2,-1.4340000000000002
ClC(Cl)(Cl)C(O)NC(=O)N,-0.71499997
S=C1NC(=O)NC=2NC(=O)NC1=2,-4.0250001000000015
O=C(Oc1cc(C)c(N(C)C)cc1)NC,-2.3570001
O=C(OCC)CCCCCC(=O)OCC,-2.0409999
S(=O)(=O)(O)c1ccc(N=Nc2c(O)cc(O)cc2)cc1,-2.168
Clc1cc(-c2cc(Cl)ccc2)ccc1,-5.7979999000000015
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-10.827
Clc1cc(-c2ccccc2)ccc1,-4.7160001
Clc1ccc(-c2ccccc2)cc1,-5.1490002
Oc1c(N=Nc2ccccc2)ccc(O)c1,-3.03
S=P(OCC)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,-5.0170002
Brc1ccc(C(=O)c2c(C(=O)O)cccc2)cc1,-3.007
O=C1N=C(NCC)N=C(NC(C)C)N1,-4.5240002
Clc1cc(NC(=O)OC(CC)C)ccc1,-3.1730001
O=C1NC(N)=Nc2nccnc12,-2.9560001
N#Cc1cc(N)ccc1,-1.169
S=C=NCCc1ccccc1,-3.1710000000000003
O=[N+]([O-])c1ccc(Oc2cc(C)ccc2)cc1,-4.6609998
[SH0](=O)(OCC#C)OC1C(Oc2ccc(C(C)(C)C)cc2)CCCC1,-6.2119999
O=C(OCCC)c1ccccc1,-2.6700001
O=C(OCC)C(NC(=O)C)Cc1ccccc1,-1.756
OCC(CCC)(C)C,-1.439
O=C(OCC)C(NC(=O)C)Cc1c2c([nH]c1)cccc2,-2.2709999
S=C1Oc2c(N1)cccc2,-2.1800001
OC(CN(CC(O)CC)CC(O)CC)CC,-0.523
Cc1nc2nccnc2cn1,-0.119
O=C(O)CCCCCCCCCCN,-2.3039999
P(=O)(O)(O)CN(CP(=O)(O)O)CC(=O)O,-0.026000001
Clc1ccc(Oc2ccc(Cl)cc2)cc1,-4.8000002
Clc1c(C(=O)O)cc([N+](=O)[O-])cc1,-1.7480000000000002
ONC(=N)C(NO)=N,-0.778
N=C(Nc1sc2c(n1)cccc2)N,-2.441
S=P(SCC(=O)N(C(=O)OCC)C)(OCC)OCC,-2.5179999
O=C(NC=1C(=O)N(N(C)C=1C)c1ccccc1)N,-1.5219999999999998
Clc1c(Cl)cc(OC)c(OC)c1,-3.4590001000000004
ClC(F)C(F)(F)F,-1.959
CC1(C)OCCO1,0.51300001
Clc1c(O)c(Cl)c(C)nc1C,-4.283
O=[N+]([O-])c1ccc(N=Nc2c(C)cc(N(CCO)CCO)cc2)cc1,-5.658
Clc1c(N=Nc2ccc(N(CCO)CC)cc2)ccc([N+](=O)[O-])c1,-7.462999799999999
BrCC(CBr)(CBr)CBr,-5.3839998
Cc1c2c(ncc1)c1nccc(C)c1cc2,-3.9679999
O=C1C(C(C)C2C(=O)CC(C)(C)CC2=O)C(=O)CC(C)(C)C1,-3.589
O=C(OCC(CCCC)CC)c1c(C(=O)OCC(CCCC)CC)ccc(C(=O)OCC(CCCC)CC)c1,-3.7379999
N=C(NC)NC,-1.7309999
S(=O)(=O)(NC(=O)OC)c1ccc(N)cc1,-1.663
O=C(NCCNC(=O)CC)CC,0.375
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.428
O=C1C(CC)(C(=O)NC(=O)N1)C1=CC2CC(C1)CC2,-2.7690001
O=C(O)CCCCCCCCCCO,-2.704
O=C1C2(C)C(CO)(C)C(C1)CC2,-0.27900001
[SH0](=O)(C)c1c(C)cc(OP(=S)(OC)OC)cc1,-4.8979998
O=C(Oc1c(C(CC)C)cccc1)NC,-2.6930001
O=C(O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN,-2.858
OC/C=C\C,0.36199999
O=[N+]([O-])c1ccc(OC(=O)C(C)C)cc1,-3.9590001
ICCCCCCC,-4.8099999
Clc1ccc(N=Nc2ccccc2)cc1,-5.702000099999999
O=C(O)C(=O)CC(=O)CC,-0.39500001
O=C(O)C(N)CC1CCC(O)CC1,-0.35299999
S(=O)(=O)(Nc1nc(C)c(C)cn1)c1ccc(N)cc1,-3.1440001
O=C1c2c(NCCO)ccc(NCCO)c2C(=O)c2c1cccc2,-5.77
S=C(SCC)NCC(=O)O,-1.089
O=C(C(O)C(OC1C(O)C(O)C(O)C(CO)O1)C(O)CO)CO,0.34900001
O=[N+]([O-])c1c(OCC)c([N+](=O)[O-])cc([N+](=O)[O-])c1,-3.4100001000000004
OCc1c2c(ccc1)cccc2,-1.744
Fc1c(-c2ccccc2)ccc(C(C(=O)O)C)c1,-4.4850001
BrCCC=C,-2.247
O=C(Nc1ccccc1)C=1S(=O)(=O)CCOC=1C,-2.2809999
OCC1OCOC2C1OCOC2,-0.62300003
Nc1nc(N)nc(C(C)C)n1,-1.432
O=[N+]([O-])c1oc(/C=N/N(C(=O)N)CC(O)C)cc1,-2.6300001
N=C(NC(=N)N)Nc1cc2c(cc1)cccc2,-2.55
P(=O)(O)(O)c1cc(N)ccc1,-1.605
Ic1c(N)cc([N+](=O)[O-])cc1,-4.4219999
O=[N+]([O-])c1c2c3c4c(cc2)cccc4ccc3cc1,-7.321000099999999
O=CCN1C(=O)N(C)c2ncn(C)c2C1=O,-1.4170001
O=C(O)CN1C(=O)N(C)c2ncn(C)c2C1=O,-1.3769999999999998
S(=O)(=O)(Nc1sc(C(=O)O)cn1)c1ccc(N)cc1,-2.8740001
ONc1[nH]cnc-2ncnc1-2,-2.4000001
O=C(O)/C(=C\C)/Cc1ccccc1,-2.5650001
O=[N+]([O-])N1CN([N+](=O)[O-])CC1,-2.21
O=C(OCCC)CCC(=O)N(CC)CC,-0.61699998
Clc1nc(NC(C)(C)C)nc(NCC)n1,-4.4320002
O=C(O)CC(CC(=O)C)c1ccccc1,-1.446
Clc1cc(C)c(/N=C/N(C)C)cc1,-2.862
O=[N+]([O-])c1oc(/C=N/O)cc1,-2.1930001
Oc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,-9.6990004
O=C(O)C1(N)C2(C)C(C)(C)C(C1)CC2,-1.596
O=C(OCC=C)C(OC(=O)C(O)C)C,-0.68300003
OC1(c2ccccc2)c2c(N(C)c3c1cccc3)cccc2,-3.9030001
O=C(N(C)C)c1c(C(=O)N(C)C)cccc1,0.50800002
O=C(O)Cc1c(C)cc(C)cc1,-2.3889999
O=C(OC(COC(=O)c1ccccc1)C1C(OC(=O)c2ccccc2)C2OC(C)(C)OC2O1)c1ccccc1,-4.6290002
S=C(SCc1ccccc1)N(CC(=O)O)c1ccccc1,-3.9219999
OCc1[nH]c2ncncc2n1,-1.518
Clc1c(N=Nc2ccc(N(CCO)CCC#N)cc2)ccc([N+](=O)[O-])c1,-6.130000099999998
O=[N+]([O-])c1c(C(=O)OCC(C)C)c(C(=O)O)ccc1,-3.0469999
Clc1c(Oc2ccc(Cl)cc2)cccc1,-5.52
OCC(N(C)C)(C)C,0.93099999
O=NN(CCCC)C,-0.69999999
Clc1c(C)cc(O)c([N+](=O)[O-])c1,-4.3899999
O=C1C(c2c(O)cc3c(n2)cccc3)C(=O)c2c1cccc2,-8.0
O=C(OCN1C(=O)C2=C(C1=O)CCCC2)[C@@H]1[C@@H](C=C(C)C)C1(C)C,-5.2579999000000015
OC(C#N)C(C)C,0.30500001
Cl/C=C\CCl,-1.707
BrC(Br)(C#N)C(=O)N,-1.207
C(CN1CCOCC1)(C)C,-0.70899999
O(CC(O)CO)CCCCCCCC,-1.921
Clc1cc(C)c(OCCCC(=O)OCC)cc1,-4.4089999
SC(=O)CCCCC(S)=O,-1.733
ClC(Cl)(CCl)CCl,-2.579
O=C(O)C1=C(C)CCCC1,-2.283
Brc1c(O)c(Br)cc(/C=N/Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2)c1,-6.664
O=NN(CC(=O)O)C,0.92799997
Brc1c(Cl)cc(NC(=O)N(OC)C)cc1,-3.924
O=COCc1occc1,-0.98299998
O=C(OCCCC)C(OC(=O)C(O)C)C,-1.375
Clc1nc2nccnc2cn1,-0.6990000000000001
O=C(N(C)C)Nc1ccc(Oc2ccc(OC)cc2)cc1,-4.1560001
Brc1c(C)cc(O)cc1,-2.0409999
S(=O)(=O)(O)c1c2C(=O)c3c(C(=O)c2ccc1)cc(S(=O)(=O)O)cc3,0.43399999
O=C(O)C=1C(=O)c2c(N(CC)C=1)cc1OCOc1c2,-4.9120002000000005
O=C(OCC)C(C(=O)OCC)Cc1c(C(=O)O)cccc1,-2.8160000000000003
S=P(O/N=C(\C#N)/c1ccccc1)(OCC)OCC,-4.862
O=C(Nc1ccccc1)C(O)(CC(=O)O)CC(=O)O,-0.48699999
Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,-5.0970001
Ic1c(C(=O)Nc2ccccc2)cccc1,-4.2080002
P(=O)(OCC)(OCC)CCCCCC,-2.569
O=NN(C(=O)CCC)C,-1.535
O=C(N/N=C/c1cc(OC)c(O)cc1)N,-3.5420001000000005
O=C(N/N=C/c1cc(OCC)c(O)cc1)N,-2.8050001
O=C1c2ncccc2NC=C1,-2.244
O=C(O)C(C(C(=O)O)c1ccccc1)CC,-2.326
ClCC(=O)NC(=O)C,-1.5089999
O=[N+]([O-])c1ccc(NC(=O)NN=C(C)C)cc1,-3.595
O=C1C(C)=C(C)Oc2c1cccc2,-2.0650001
Clc1c(Cl)c([N+](=O)[O-])ccc1Cl,-3.9400001
O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc(N)c1,-2.385
Clc1ccc(-c2c(CC(=O)O)sc(-c3ccccc3)n2)cc1,-4.9640002
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1ccccc1,-7.910999799999999
O/N=C/1\C(=N\O)\CCC(C)C\1,-1.6619999
Cc1c2c(C)cccc2c2c(c1)cc1c(c2)cccc1,-7.974
O=C(OCC)CN/C(=C/C(=O)C)/C,-0.58600003
O=[N+]([O-])c1ccc(OC(=O)CC(C)C)cc1,-4.395
Clc1c(O)c(Cc2ccccc2)cc(Cl)c1,-4.6399999
Nc1[nH]c2ncncc2n1,-2.415
O=C(OCCCCC)C(OC(=O)C)C,-0.81900001
O=C(N(C)c1c(C)cccc1)N,-0.403
S(C(C(=O)O)CC)C(C(=O)O)CC,-0.70899999
O=C(O)C1C(C2OC(c3ccccc3)OC2)OC(c2ccccc2)O1,-2.4549999
Brc1c(Cl)cc(OP(=S)(OC)c2ccccc2)c(Cl)c1,-7.138
Clc1nc(NC(C#N)(C)C)nc(NCC)n1,-3.151
O=C1N=C(N)c2nccnc2N1,-3.359
O=C(O)C(c1c(C(=O)O)cccc1)c1c(C(=O)O)cccc1,-2.5
S(=O)(=O)(N)c1cc(S(=O)(=O)N)cc(S(=O)(=O)N)c1,-2.323
O=C1NC(=O)C=2N=CNC(=O)C=2N1,-3.911
O=C(Oc1c(C)c(C)nc(N(C)C)n1)N(C)C,-1.946
O(CC(CO)(CO)CC)CC(CO)(CO)CC,-0.98400003
S=P(OCC)(OCC)Oc1nc(N(CC)CC)nc(C)c1,-4.9239998
N(C)(C)c1[nH]c2ncncc2n1,-1.3890001
Cc1c(C)nc2c(n1)nc(C)nc2,-1.1440001
O=C(Nc1ccccc1)c1c(C)occ1,-3.3039998999999995
O=C(O)CC(CCC(=O)O)CCCC,-1.3969999999999998
Clc1cc(Cl)cc(Oc2ccccc2)c1,-5.0609999000000006
Clc1c(Oc2ccccc2)cc(Cl)cc1,-4.9699998
O=S1(=O)N(C(C)C)C(=O)c2c(N1)cccc2,-2.6819999
O=C(OCC)/C(/NC=O)=C/c1ccccc1,-2.891
C(C)c1cc(C)ccc1,-3.2079999
S=C(SCC(=O)O)OCc1ccccc1,-2.6849999
O=C(O)C(N)(C(=O)O)C,0.87599999
Cl/C(=C\Cl)/C,-1.614
O=C1N(C)C(=O)c2nc(C)n(C)c2N1C,-2.142
O=[N+](OCC(O)CO)[O-],0.47799999
C(=C\CCCCCCCC)\CCCCCCCCCCCCC,-6.032000099999999
S=C1N(C)N(c2ccccc2)C(C)=C1,-1.6670001
Brc1c(O)ccc(C(=O)OC)c1,-3.165
Clc1c(Cl)cc2Oc3c(Oc2c1)cccc3,-7.23
O(C)c1ncnc2nccnc12,-1.113
O=C(NCC(C)C)N1C(=O)NCC1,-2.154
O=C(OC)Nc1[nH]c2c(n1)cc(C(=O)c1ccccc1)cc2,-3.6170001
Cc1c2c3c4c(c1)cccc4ccc3c1c(c2)cccc1,-8.522000300000002
O=C(O)C=1c2c(NC(=O)C=1)ccc(OC)c2,-3.1099999
O=C1SC=C(C)N1,-0.66000003
O=C(O)C(O)C(N)C(=O)N,-1.149
Clc1c(c(Cl)ccc1)-c1ccccc1,-4.9660001
O=[N+]([O-])c1c(CNc2ccccc2)cccc1,-0.70200002
Clc1c2Oc3c(c(Cl)cc(Cl)c3)Oc2cc(Cl)c1,-9.003000300000002
Clc1c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)cc(Cl)c1,-8.946999499999997
S(=O)(=O)(CC(=O)OC)c1ccccc1,-1.141
O=C(OC(OC)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)COC(=O)C)C,-1.816
Brc1c(OC(=O)C=C)c2ncccc2c(Cl)c1,-4.717
O=C1N(Cc2ccccc2)C(=O)NC1(C)C,-1.795
ClC1=C(OP(=O)(OC)OC)C2C=CCC12,-2.0569999
Clc1c(-c2ccccc2)cc(Cl)cc1,-5.2989998
O=C(N(C(C)C)Cc1ccccc1)C(C)(C)C,-2.47
Clc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1,-6.589000200000001
S=P(SCCC)(OCC)Oc1ccc(SC)cc1,-6.0170002
Clc1c(c(Cl)cc(Cl)c1)-c1ccccc1,-6.0089998
Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1,-9.1990004
S=P(OCC)(Oc1c([N+](=O)[O-])ccc(C)c1)NC(CC)C,-4.73
Clc1c(OP(=O)(OCC)Oc2c(Cl)cc(Cl)cc2)ccc(Cl)c1,-5.7740002
O=C(N)c1c(O)ccc(C(O)CNC(CCc2ccccc2)C)c1,-3.448
N(C)(C)c1nc2[nH]cnc2cn1,-2.665
S(SCC(NC(=O)C(N)CC(C)C)C(=O)O)CC(NC(=O)C(N)CC(C)C)C(=O)O,-0.47999999
Clc1c(Cl)c(-c2c(Cl)c(Cl)ccc2Cl)ccc1Cl,-7.650000099999999
Clc1c(Cl)ccc(-c2c(Cl)cccc2)c1,-6.2870002000000005
O=[N+]([O-])c1c2c(c(O)cc1)nc(C)cc2,-3.96
S(C/C(=N\OC(=O)NC)/C(C)(C)C)C,-1.6230000000000002
Clc1c(c(Cl)cc(Cl)c1)-c1c(Cl)cc(Cl)cc1,-7.6599998
Clc1c(Cl)cccc1-c1c(Cl)ccc(Cl)c1,-6.4650002
Clc1c(Cl)ccc(-c2c(Cl)cccc2Cl)c1,-7.02
O=[N+]([O-])c1cc(OC)c(N=Nc2ccc(N(CCO)CCO)cc2)cc1,-4.6989999000000005
O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@H](O)[C@@H](O)C2,-1.5700001
O=C(NC(C)(C)c1ccccc1)Nc1ccc(C)cc1,-5.3499999
O=C(N(C)c1ccccc1)NC(C)(C)c1ccccc1,-3.3499999
Clc1cc(Cl)cc(N2C(=O)C(C=C)(C)OC2=O)c1,-5.0419998
O=C(OC(C)C)C(C(=O)OC(C)C)=C1SCCS1,-3.7309999
O=C1NCCCCCCCCCCCCCC1,-2.8740001
O=C(NCCNC(=O)CCCCC)CCCCC,-3.108
O=C(O)C(OC(=O)C)c1ccccc1,-1.2309999
O=C(O)C(NCCC#N)C,-0.0069999999999999
ClCC(=O)N(CCOCCC)c1c(CC)cccc1CC,-3.7950001
Clc1ccc(Oc2ccc(OC(C(=O)OCC(C)C)C)cc2)cc1,-3.2869999
Clc1ccc(C(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)cc1,-7.2429999999999986
Clc1c2C(=O)N(C(=O)c2ccc1)C1(C(=O)N)CCCCC1,-4.0100002
Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)c(Cl)cc(Cl)c1Cl,-9.2910004
Clc1c(c(Cl)c(Cl)cc1Cl)-c1c(Cl)c(Cl)ccc1,-8.604000099999999
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)ccc(Cl)c1,-7.860000099999999
Ic1cc2C(=O)OCc2cc1,-3.2110000000000003
O=C(OC(C#C)/C(=C/CC)/C)C1C(C)(C)C1C=C(C)C,-6.3930001
O=C(OC(COC(=O)C)C1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)O1)C,-2.6619999
FC(F)(F)c1cc([N+](=O)[O-])c(N(CC(=C)C)CC)c([N+](=O)[O-])c1,-6.046
S(N(CCCC)CCCC)N(C(=O)Oc1c2OC(C)(C)Cc2ccc1)C,-6.1030002
O=C(Nc1cc(OC(C)C)ccc1)c1c(C)cccc1,-4.3260002
Clc1c(Cl)c(Cl)cc(Cl)c1-c1c(Cl)cc(Cl)cc1,-7.4710002000000015
S(=O)(=O)(C(C)(C)C)CSP(=S)(OCC)OCC,-2.895
Brc1ccc(-c2ccc(C3CC(C=4C(=O)Oc5c(C=4O)cccc5)c4c(cccc4)C3)cc2)cc1,-8.138999900000002
FC=1C(=O)NC(=O)N(C(=O)NC)C=1,-2.48
Clc1c(OP(=S)(OC)OC)c(Cl)cc(C)c1,-5.4369998
S(C)C=1N(/N=C/C(C)C)C(=O)C(C(C)(C)C)=NN=1,-4.4289999
Clc1c(Cl)c2oc3c(c2cc1Cl)cc(Cl)c(Cl)c3,-9.1610003
O=C(OC)C(N(C(=O)COC)c1c(C)cccc1C)C,-1.5219999999999998
N(=Nc1ccc(C)cc1)c1c(N)ccc(C)c1,-3.902
O=C1C(CC)(CC)C(N)=NC(=O)N1,-1.3969999999999998
O=C(O)/C(=C(/C)\c1ccccc1)/CC(=O)O,-3.017
O=C1C(=O)NC=2N=CNC(=O)C=2N1,-3.678
ClCCN(N=O)C(=O)NCC1C(O)C(O)C(O)C(OC)O1,-1.561
Clc1c(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)ccc1Cl,-8.239000299999999
O=C(OC)C1CN(C)C(=O)C1,0.80400002
Ic1c(NC(=O)C(O)C)c(I)c(C(=O)NC(CO)CO)c(I)c1C(=O)NC(CO)CO,-0.74400002
Clc1c(Cl)cccc1-c1c(Cl)cc(Cl)cc1Cl,-7.400000099999999
Clc1c(Cl)ccc(Oc2c(Cl)cccc2)c1,-5.1989999000000005
S(=O)(=O)(O)c1c(N)c2c(c(S(=O)(=O)O)c1)ccc(S(=O)(=O)O)c2,-0.31900001
Clc1c(C(=O)NC(=O)Nc2ccc(OC(F)(F)F)cc2)cccc1,-7.157000099999999
O=C(N)COC(=O)c1ccccc1,-1.64
O=C(NCC)COC(=O)c1ccccc1,-2.237
O=C(N(CC)CC)COC(=O)c1ccccc1,-2.0710001
O=C(O)/C(=C\C(=O)OCC)/C,-0.91799998
FC(F)(F)c1c(C(=O)Nc2cc(OC(C)C)ccc2)cccc1,-4.6950002
Clc1cc2oc(Oc3ccc(OC(C(=O)OCC)C)cc3)nc2cc1,-5.6040001
O=C(NC(CC)(CC)CC)N,-1.819
Clc1c(OCCN(C(=O)n2cncc2)CCC)c(Cl)cc(Cl)c1,-4.044000100000001
Clc1c(Cl)cc(Cl)cc1-c1c(Cl)cc(Cl)cc1,-7.820000200000001
Clc1c(c(Cl)c(Cl)cc1Cl)-c1ccc(Cl)cc1,-7.880000099999998
Clc1c(Cl)c(Cl)cc(Cl)c1-c1c(Cl)ccc(Cl)c1,-8.0100002
Clc1c(Oc2c(Cl)cccc2)ccc(Cl)c1,-4.9499998
Clc1c(NC(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)ccc(C(F)(F)F)c1,-8.0030003
Clc1c(N[N+](=O)[O-])ccc(Cl)c1,-3.0
Clc1c(Oc2ccc(OC(C(=O)O)C)cc2)ncc(C(F)(F)F)c1,-3.921
Clc1c(Cl)cc(-c2c(Cl)ccc(Cl)c2)cc1Cl,-7.315000099999999
Clc1cc([N+](=O)[O-])c(N=NC2=C(O)N(CC)C(=O)C(C#N)=C2C)cc1,-6.690000099999999
O=C(OC)[C@H](N(C(=O)COC)c1c(C)cccc1C)C,-1.031
S(=O)(=O)(Nc1scc(C)n1)c1ccc(NC(=O)C)cc1,-2.151
Clc1c(C(=O)c2c(OCC(=O)c3ccccc3)n(C)nc2C)ccc(Cl)c1,-2.651
Clc1c(Oc2cc(C(=O)NS(=O)(=O)C)c([N+](=O)[O-])cc2)ccc(C(F)(F)F)c1,-3.9430001
Clc1cc2[n+]([O-])nc(-n3cncc3)nc2cc1,-3.862
O(/N=C\1/C2(C)C(C)(C)C(C/1)CC2)CC#C,-2.312
Clc1c(c(Cl)c(Cl)cc1Cl)-c1cc(Cl)c(Cl)cc1,-8.477999699999998
Clc1c(c(Cl)ccc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1,-8.2700005
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)cc(Cl)cc1Cl,-9.4809999
BrC(C(=O)NC(C)(C)c1ccccc1)C(C)(C)C,-4.9450002
O(NC(=O)c1occc1)C(=O)c1occc1,-1.972
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(CC(N)C(=O)OCC)c1,-4.605
O=C(O)C(O)(CN)C,-1.336
S(COC(=O)c1c(OC(=O)C)cccc1)C,-2.6400001
Clc1cc2ncc(Oc3ccc(OC(C(=O)O)C)cc3)nc2cc1,-6.0599999
S(=O)(=O)(/N=C(\N)/CCSCc1nc(N=C(N)N)sc1)N,-2.5280001
O=C(OC)/C=C/C(=C/C(=O)O)/C,-0.875
O=C(N(N1C(=O)OCC1)c1c(C)cccc1C)COC,-1.913
O=C(OC)c1c(C2=NC(=O)C(C(C)C)(C)N2)cc(C)cc1,-2.46
O=C(NCCCCCCCCC)c1cnccc1,-3.1400001
O=C(NCCCCCCCCCC)c1cnccc1,-3.0769999
O=C(NCCCCCCCCCCC)c1cnccc1,-3.027
S(N(C(C)C)CCC(=O)OCC)N(C(=O)Oc1c2OC(C)(C)Cc2ccc1)C,-4.71
Clc1c(C)c(Cl)ccc1C(=O)c1c(OCC(=O)c2ccc(C)cc2)n(C)nc1C,-6.5209999000000005
S(=O)(=O)(O)c1ncsc1,0.36000001
[Si](Cn1ncnc1)(C)(c1ccc(F)cc1)c1ccc(F)cc1,-3.766
ClCC(=O)N(COC/C=C/C)c1c(CC)cccc1CC,-4.0289998
O(/N=C(/CC)\C=1C(=O)CC(c2c(C)cc(C)cc2C)CC=1O)CC,-4.8189998
Clc1ccc(C(C#N)(CCCC)Cn2ncnc2)cc1,-3.308000100000001
S=C(Oc1cc(C(C)(C)C)ccc1)N(C)c1nc(OC)ccc1,-6.0139999
N(\Nc1nc(C)cc(C)n1)=C(/C)\c1c(C)cccc1,-3.1960001
S(=O)(=O)(N)c1cnc(O)cc1,-1.8430001
O=C(OC)C(O)C(O)C(=O)O,0.183
S(=O)(=O)(NC(=O)OCC(CC)CC)N,-1.749
O=C(O)C(CCC(C)C)C,-1.983
Clc1c(C(=O)O)c2ncc(C)cc2cc1,-2.997
O=C(NC)C(C(=O)NC)(CC)CC,0.030999999
S(=O)(=O)(NC(=O)OCC(CCCC)CC)N,-2.402
O=C(O)C(NC=O)C(C)(C)C,-1.901
O=[N+]([O-])c1oc(/C=C/C=N/NC(=O)C(=O)N)cc1,-4.8000002
C(CC)Cc1c2c3c(ccc2cc2c1cccc2)cccc3,-7.525000099999999
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1n(C)ncc1C(=O)OCC,-4.4559999
Fc1ccc(C2(O)CCN(CCCC(=O)c3ccccc3)CC2)cc1,-4.3569999
O=C(C)n1ncc2C(=O)NC=Nc12,-2.3759999
ClCC(=O)N(Cc1c(OC)ccs1)c1c(C)cccc1C,-4.4689999
FC(F)(F)c1cc(C=2C(=O)C(c3ccccc3)OC=2NC)ccc1,-3.9790001
O(CC)c1nc(N)sn1,-0.65100002
O=C(N)/C(=C\C)/CCCC,-1.372
O=C(OCn1ncc2C(=O)NC=Nc12)C(C)(C)C,-2.6819999
O=C(OCn1ncc2C(=O)N(COC(=O)CCC)C=Nc12)CCC,-3.828000100000001
Clc1c(C(=O)C2C(=O)CCCC2=O)ccc(S(=O)(=O)C)c1,-3.299
O=[N+]([O-])c1cc2C(=O)OC(CC)c2cc1,-2.55
O=C(OCCCCCCC)c1cnccc1,-2.7430000000000003
O=C(Nc1c2c(c(OCC)cc1)nccc2)C,-1.517
O=[N+]([O-])c1cc(C(=O)OC)c(C(=O)O)cc1,-1.721
O=C1N(C)c2nccnc2C=N1,-1.3710001
O=C(N)C(CCC(C)C)CC,-2.352
O=C(O)C(CCCC(=O)O)(c1ccccc1)c1ccccc1,-3.174
S(=O)(=O)(N)c1sc(S(=O)(=O)CCCOC(=O)C)cc1,-2.5510001
O=C(O)CCC(NC(=O)c1ccccc1)C,-1.692
S(=O)(=O)(N)c1sc2C(=O)CCSc2c1,-3.494
O=C(N(CCO)CCO)COC(=O)c1ccccc1,0.43000001
O=C(COC(=O)c1ccccc1)N1CCCCC1,-2.5009999
O=C(COC(=O)c1ccccc1)N1CCOCC1,-1.773
S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(O)c2c1,-1.355
