SMILES,LC50
OCCN1CCNC1=O,2.15
CC(Cc1cc(C)cc(=O)n1O)CC(C)(C)C,5.13
OCCCN1CCOC1=O,2.55
COC(=O)CCCCCCCC(=O)OC,4.12
CCCCCC\C=C\C1CC(=O)OC1=O,5.26
COC(=O)c1ccc(O)cc1,2.97
FC1(F)OC(F)(F)C(F)(F)C1(F)F,3.81
C[NH+]1CCc2c(C1)c1ccccc1n2Cc1ccccc1,4.87
OCC1CCCO1,1.66
OP(=O)(c1ccccc1)c1ccccc1,3.19
Nc1ccc(cc1)C(=O)Nc1cccc(N)c1,3.67
CCN(CC)c1cccc(O)c1,4.17
CCCCSP(=O)(SCCCC)SCCCC,5.65
COc1cc(Cl)c(OC)cc1Cl,4.79
Clc1ccc(Cl)c(Cl)c1,4.79
CCC1COC(C)(CCC(C)C)N1,4.16
CN(C)c1nc(NC(=O)NS(=O)(=O)c2c(C)cccc2C(O)=O)nc(OCC(F)(F)F)n1,4.53
Oc1cccc(Cl)c1Cl,4.5
CC(C)=CCC\C(C)=C\CO,4.28
CCCCOCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCOCCCC,3.79
CN(C)CCCN,2.64
COc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,4.58
BrCC(Br)Cn1c(=O)n(CC=C)c(=O)n(CC(Br)CBr)c1=O,5.68
COc1cc(cc(OC)c1OC)C(O)=O,4.17
ClCS(=O)(=O)Nc1cc(Cl)c(Cl)cc1Oc1ccc(Cl)cc1Cl,7.24
NCCCN,1.92
CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1,5.2
CO,0.77
CC(C)=CCc1ccc(O)cc1,4.32
COC(=O)C(=C)C#N,2.95
ClCOCCl,2.8
N[C@@H](Cc1ccc(O)cc1)C(O)=O,2.1
CCCCC(CC)COC(=O)c1ccc(cc1)[N+]([O-])=O,6.1
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc12,4.11
N#CSCSc1nc2ccccc2s1,4.72
OCOc1ccccc1S(O)(=O)=O,3.0
CCN1CCN(C(=O)N[C@@H](C(O)=O)c2ccccc2)C(=O)C1=O,3.43
ClC1=C(Cl)C(=O)c2ccccc2C1=O,5.97
Oc1cc2cc[nH]c2cc1O,4.61
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,3.36
Fc1ccc(C(=O)Cn2cncn2)c(F)c1,4.2
CC(O)(C=C)C#C,3.09
COc1cc(cc(OC)c1O)C(O)=O,3.88
CCNc1nc(Cl)nc(n1)N(CC)CC,3.95
CON=C1COc2ccccc12,3.78
CN(C)CCS(=O)(=O)c1ccc(cc1)C1(CCN=N1)c1ccc(Cl)cc1,4.72
Cc1c(O)cccc1O,3.14
CCOCCCC(C)OCCOCC(C)CO,2.7
Oc1c(Br)cc(Br)cc1C(=O)Nc1ccc(Br)cc1Br,6.82
C=COC1CCCCC1,4.1
NCCO,1.45
COC(=O)c1ccc(C(=O)OC)c(c1)[N+]([O-])=O,4.28
OS(=O)(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.98
CC(C)=C[C@@H]1[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,6.7
CC(C)C12CCC(C)(O1)C(C2)OCc1ccccc1C,5.01
Cc1cncc(C(O)=O)[n+]1[O-],2.76
FC(F)(F)c1cnc(Cl)nc1Cl,5.6
Cc1cccc(Cl)c1NC(=O)c1cnc(N)s1,4.71
CC(S)=O,3.22
NCCC(c1ccccc1)c1ccccc1,4.41
CC(C)\N=C(/O)c1ccccc1N,4.35
CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,4.55
Fc1ccccc1-c1cc(C=O)c[nH]1,5.11
COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,3.3
CCCC#N,2.15
CC(S)CC(=O)OCC(COC(=O)CC(C)S)(COC(=O)CC(C)S)COC(=O)CC(C)S,5.58
CCNC(C)C(=O)c1ccccc1,3.87
CC(=O)NNC(C)=O,3.29
CNC(=O)c1cc(Oc2ccc(N)c(F)c2)ccn1,3.95
CC(C)(C)C(=O)C(O)Cc1ccc(Cl)cc1,3.86
CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]12C,5.05
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,6.69
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,2.79
CC(C)=CCCC(C)=CCCC(C)=CCOC(C)=O,5.83
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,3.15
CCOC(=O)CCN(C(=O)c1ccc(NC)c(N)c1)c1ccccn1,3.74
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,3.7
Cc1cccc2[nH]c(=S)[nH]c12,4.39
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,6.54
CCCCCCCCOc1ccccc1C(Cl)=O,6.59
NCC(=O)CCC(O)=O,2.27
CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,5.25
OCC1OC(CC1O)n1cc(c(=O)[nH]c1=O)C(F)(F)F,3.41
COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F,4.59
Clc1ccc(Cl)c(c1)-c1cc(Cl)ccc1Cl,7.13
CS(C)=O,0.54
ClC(Cl)C(=O)C(Cl)Cl,3.14
Nc1cc(Cl)c(N)c(Cl)c1,3.98
C[C@@H](O)[C@H](N)C(O)=O,1.34
Clc1ccc(cc1Cl)-c1cc(Cl)c(Cl)cc1Cl,7.42
CC(C)(C)OC(=O)CN1c2ccccc2CCC(N)C1=O,4.31
CC(C)(C)C(=O)OCOC(=O)C1N2[C@H](SC1(C)C)[C@H](N=CN1CCCCCC1)C2=O,4.92
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(CNS(C)(=O)=O)ccc2C(O)=O)n1,3.59
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,3.18
C(C1CN2CCC1CC2)N1c2ccccc2Sc2ccccc12,5.36
CCOCOC1CCCCCCCCCCC1,5.7
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,4.52
CCC(C)NC1CCC(CC2CCC(CC2)NC(C)CC)CC1,5.57
O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,5.16
COC(=O)CS,3.06
CCCCO[P+](=O)OCCCC,3.75
Clc1ccc2Sc3ccccc3NC(=O)c2c1,5.43
C[N+]([O-])=O,1.8
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,4.98
CC(C)C1CCC(CCC=O)=CC1,4.89
CC1(C)[C@@H]2C[C@H]1C(CCO)=CC2,4.01
Clc1ccc(COC(=O)C(=O)OCc2ccc(Cl)cc2)cc1,5.15
OP(=O)c1ccccc1,2.63
CCCCCc1cc(O)c-2c(OC(C)(C)c3ccc(C)cc-23)c1,5.9
Cc1[nH]cnc1CO,3.34
OC1C(Cl)C(Cl)C(Cl)C1Cl,3.93
CC(C)(c1ccc(O)cc1)c1cc(Br)c(O)c(Br)c1,5.78
COC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1,5.44
COC(=O)C(C)CCC(=O)N(C)C,3.24
CC(C)(C)C1CCC(O)CC1,3.87
COc1ccc(cc1)-c1coc2cc(O)ccc2c1=O,4.6
CC(C)C(Br)C(=O)NC(N)=O,3.92
C=CCOC1=NS(=O)(=O)c2ccccc12,4.22
CCCC(C)C(CC=C)(C#N)C(=O)OCC,5.08
CCCCCCCCCCCC(=NO)c1cc(C)ccc1O,6.42
CCCCN(CCCC)C([S-])=S,5.02
COC(C)CO,1.92
COC(=O)c1ccccc1CS(N)(=O)=O,3.35
CN1C(=O)CC(C1=O)c1ccccc1,3.71
C\C=N\O,2.87
OC(=O)CSSCC(O)=O,3.64
COC(=O)c1ccccc1N,3.54
CC(CCO)CC(C)(C)C,3.97
CC1(C)CC(C)(c2ccccc12)c1ccccc1,6.25
[NH3+][C@H]1CCCC[C@H]1[NH3+],1.94
FCCCCCn1cc(C(=O)c2ccccc2I)c2ccccc12,7.65
Cc1ccc(Cl)c(c1)[N+]([O-])=O,4.44
CCN(CC)C(=O)CC#N,2.67
CC(C)(C)CC(C)(C)c1ccccc1O,5.14
COc1ccc(CC2N(C)CCc3cc(OC)c(OC)cc23)cc1OC,5.09
CCC(C)(C#N)C(C)(CC)C#N,2.33
CC(CC=O)c1ccccc1,4.06
CC1C(C)(C)c2ccccc2C1(C)C,5.74
COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,5.69
OC(=O)CCc1ccccc1,3.31
C1Cc2ccccc2C1,3.98
CC(C)=CCC\C(C)=C/C=O,4.29
COc1cc(Cc2c(N)[nH]c(N)nc2=O)cc(OC)c1OC,4.45
CCOc1cc(NC(=O)c2ccccc2)c(OCC)cc1N,4.98
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,5.93
COCCCNc1nc(NC(C)C)nc(SC)n1,3.94
CC(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2cccc(c2)C(C)C)c1,7.42
CCCC(C)(C)c1cc(O)c(cc1O)C(C)(C)CCC,5.79
CC(=O)OCC[N+](C)(C)C,2.73
COc1ccc(CCC(O)=O)cc1,2.93
CCc1ccccc1C,4.21
CCN(CC)CCOC(=O)C1(CCCC1)c1ccccc1,4.87
C[N+](C)(C)CC(O)CCl,1.72
COCCOC(C)=O,3.05
CC(=C)C(=O)OC(=O)C(C)=C,4.15
CC(N)c1ccc(C)cc1,3.48
CC(C)(C)C(=O)[C@H](Cc1ccc(Cl)cc1)n1ccnn1,4.65
CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,5.38
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,4.55
Nc1ccccc1Oc1ccccc1,4.44
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,6.22
CCCCCCCCCCOC1CCS(=O)(=O)C1,5.22
NC(=O)C(Br)Br,4.21
O=c1cc[nH]c(=O)[nH]1,2.03
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,4.12
CCC[C@H]1CCC(CC1)c1cccc(F)c1,5.87
COc1cc(Cc2cnc(N)nc2N)cc(O)c1OC,3.33
CC1CCN(Cc2ccccc2)CC1N(C)c1nc(Cl)nc2[nH]ccc12,5.38
OC(CN1NCNC1=S)(Cc1ccccc1Cl)C1(Cl)CC1,4.5
CCCCCCCCCCCCO,5.32
ClC(=O)C(Cl)=O,3.36
COc1ccc2cc(ccc2c1)C(C)=O,4.75
CC(c1nc[n+]([O-])cc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,4.33
CC(Cl)=O,3.29
Cc1cccc(c1)N1CC(CO)OC1=O,3.22
CC(=C)CCO,1.8
CC(O)=O,2.63
CC(N)C(O)=O,1.15
Cc1cccc2ccc3ccccc3c12,5.74
CC(C)(c1cc(Br)c(OCC2CO2)c(Br)c1)c1cc(Br)c(OCC2CO2)c(Br)c1,7.87
FC(F)(F)c1ccccc1C(Cl)Cl,5.23
Oc1ccc2sc(=O)oc2c1,3.65
Oc1ccccc1C(=O)OC1CCCCC1,4.97
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,5.72
CC(=O)NC(CCC(O)=O)C(O)=O,2.9
C(Oc1ccccc1)c1ccccc1COc1ccccc1,5.92
Nc1nc(cs1)-c1ccc2ccccc2c1,5.89
OC(=O)C(c1ccc(Cl)cc1)c1ccccc1Cl,5.63
CC(=O)OCc1ccccc1,3.23
Cc1cccc(c1)[N+]([O-])=O,3.44
OC(=O)CCCCCCCCCC(O)=O,3.61
CCC(CC)CCC(C)CC(CC)OCCC#N,5.75
CCOc1ccc(cc1)C(C)(C)COCc1cccc(Oc2ccccc2)c1,6.03
C[CH]C(N)OC,2.29
CNCCO,1.55
CCOC(=O)CCN(CC)CC,3.0
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,6.44
O=COCCOC=O,3.92
CC(C)(C)OC(=O)CNC(=O)OC(C)(C)C,4.09
Cc1cccc(CC(C)(C)CO)c1,4.27
CC(C)N1C(=O)CN(C(=O)Nc2cc(Cl)cc(Cl)c2)C1=O,4.9
CCCCCCCCCCCCN(CCC(O)=O)CCC(O)=O,4.91
CC(C)(c1ccccc1)C(C)(C)c1ccccc1,6.3
CCCOC(=O)c1ccc(O)cc1,3.46
COP(=S)(OC)Oc1ccc(c(c1)C(O)=O)[N+]([O-])=O,4.7
CCC(C)(CC)C(=O)OCC(C)C,4.21
COC(N)=O,1.76
Nc1cc(O)c(NC(=O)c2ccc(Cl)c(Cl)c2)cc1Cl,6.19
NC(=O)C(CCN1CCCCCC1)(c1ccccc1)c1ccccc1,4.92
CC1C=CCC2C1C(=O)OC2=O,3.39
Cc1cccc(c1N)[N+]([O-])=O,3.82
COC(=O)c1cc(I)c(NC(C)=O)cc1OC,4.6
C\C=C\C=C,3.84
OCC(O)CCl,1.82
CCOC(=O)c1ccnc(c1)C(=O)OCC,4.16
FC(F)(Cl)Cl,3.63
C#CCN[C@@H]1CCc2ccccc12,3.62
CCO[C@H]1N(Cc2ccccc2)C(=O)NC1=O,3.82
C\C=C\C=C\C(O)=O,4.08
C1CC2CC1C1CC=CC21,5.65
CNCCC(Oc1ccccc1OC)c1ccccc1,4.4
FC(F)(F)c1ccc(Cl)cc1,5.87
CC(Cl)C(=O)c1ccc(Cl)cc1,4.72
FC(F)(F)C1(F)OC1(F)F,3.18
CCCCCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,5.75
COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,5.58
CC(C)(C=CC(Br)C(=O)C(O)=O)c1cc(Br)c(O)c(Br)c1,5.87
Oc1ccccc1Cl,3.98
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=CC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,4.4
CC=C=C,4.41
Cc1cc(C)c(O)c(C)c1,4.0
OC1CCCCCCCCCCC1,4.85
CCN(CC)CCC#N,2.37
CC(C)(OC(=O)c1cc(N)ccc1Cl)C(=O)OCC=C,4.92
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,5.37
CCOc1ccc(CC#N)cc1OCC,4.06
Clc1ccc(NCC2CC2)c(c1)C(=O)c1ccccc1,5.84
ClC(Cl)c1ccccc1C(Cl)(Cl)Cl,5.36
COc1ccc(Cl)cc1NC(=O)C(N=Nc1ccc(cc1OC)[N+]([O-])=O)C(C)=O,6.81
COC(F)(F)C(C(F)(F)F)C(F)(F)F,4.69
CCC(C)(C)C(Cl)=O,2.96
CCOC(=O)CC1(CCCCC1)C#N,3.84
N#CCNc1ccccc1,3.08
ClCC(Cl)(Cl)Cl,3.57
OCCOCCOCCO,0.38
CC(CO)C1CCCCCCCCCCC1,5.82
CC(Cc1ccccc1)NCCn1cnc2n(C)c(=O)n(C)c(=O)c12,4.16
CCOc1ccc(cc1)N=C(Nc1ccc(OC)cc1)Nc1ccc(OC)cc1,6.44
Cc1ccc(cc1)C#N,3.46
CCOP(=S)(OCC)SCCSCC,5.37
CCCCCCCCCCCCCC(=O)OC,5.71
CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)c1ccccc1,6.72
CC(C)(C)NCC(O)c1ccccc1Cl,4.22
Clc1cccc(Cl)c1C#N,4.28
NCc1ccco1,3.02
[NH3+]C[C@H]1CCC[C@@H](C[NH3+])C1,2.52
Cc1cc(cc(C)c1N)C(C)(C)c1ccc(cc1)C(C)(C)c1cc(C)c(N)c(C)c1,7.03
Cc1ccccc1F,3.73
CC(CCN)N1CC1,2.48
OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,3.37
CC(C)CCCCCOC(=O)C=C,5.02
ClC(Cl)=C(Cl)C(Cl)=C,4.7
ClCC(=O)c1ccc(Cl)cc1Cl,5.0
Nc1ccccc1S(O)(=O)=O,3.05
Cc1ccc(cc1)S(=O)(=O)O[C@@H]1[C@@H]2O[C@H]2[C@H]2CO[C@H]1O2,3.99
ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,5.12
Oc1ccc(Cl)c(O)c1,4.13
Nc1ccncc1,2.39
CC1CCCCC1,4.14
CCCCCO,2.24
OC(=O)c1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,4.16
Fc1cc(C(Cl)=O)c(F)c(F)c1F,6.16
CC1=C(C)S(=O)(=O)CCS1(=O)=O,1.32
ClS(=O)(=O)N=C=O,4.16
CC(C)N(C)C,2.02
Clc1ccccc1C(=O)CC#N,3.91
COP(=O)(OC)SCn1c2ncc(Cl)cc2oc1=O,3.45
NC(=O)c1cc(Br)cc(Br)c1O,4.5
CCOC(=O)CCC(NC(=O)c1ccc(NC)cc1)C(=O)OCC,4.22
BrC(C=O)C=O,4.37
CCCCOCCOCCOCO,2.29
CC(C)N,1.89
CC(C)(C)OC(=O)N1CCN(CC1)c1ccc(N)nc1,3.57
CC(C)(C)OC(=O)N1C2CCC(C2)C1C(O)=O,4.25
CCC1C(=O)CCC1=O,2.15
CCCCNC(=O)OCC#C,4.09
[O-][N+](=O)c1ccc(cc1)N1CCOCC1=O,2.98
O=C(OCC1CO1)c1ccc(C(=O)OCC2CO2)c(c1)C(=O)OCC1CO1,4.62
CC(CCOC(C)=O)CCC=C(C)C,4.95
CN(C)Cc1cc(ccc1O)C(C)=O,3.15
NC(CO)C(O)=O,1.25
COc1ccc(cc1)-c1cc(=S)ss1,4.67
COC(C)=CC,2.8
CC(CCOB1OCCC(C)O1)OB1OCCC(C)O1,3.42
CC1=CCC(CC1)C(C)(C)O,3.64
COC1CCC2(CC1)NC(=O)C(=C2O)c1cc(C)ccc1C,5.21
CC(C)(c1ccc(O)c(CC=C)c1)c1ccc(O)c(CC=C)c1,6.01
CCNCC,1.97
ClC1C(Cl)=C(Cl)C(Cl)(Cl)C1(Cl)Cl,5.72
CN(C)c1ccc(C)cc1,3.39
[NH3+]CCCCCCCCC[NH3+],2.98
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,3.24
SC#N,3.14
Cc1cccnc1,2.79
CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O,7.82
CCc1ccc(cc1)C(=O)N(NC(=O)c1cc(C)cc(C)c1)C(C)(C)C,5.99
CCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCC,5.65
Fc1ccc(c(C(NOCC2CC2)=NC(=O)Cc2ccccc2)c1F)C(F)(F)F,7.16
C(Oc1ccccc1)C1CO1,3.34
CC(C)CCCCCCO,4.15
OS(=O)(=O)CC=C,2.65
CCCCNC(=O)c1ccc(Cl)cc1O,5.08
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,7.79
C1CCC2OC2C1,2.38
Brc1cnc2[nH]ccc2c1,4.05
Nc1cc(ccc1O)S(O)(=O)=O,3.16
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,6.13
OC(=O)CCC(O)=O,1.96
CCSc1cc(OC)c(CCN)cc1OC,4.28
Clc1ccc(cc1Cl)N=C=O,6.35
NCCCN(CCO)CCO,1.52
OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.34
CN(C1CCN(CC1)c1nc2ccccc2n1Cc1ccc(F)cc1)c1nccc(=O)[nH]1,5.34
CC1=NN(C(=O)C1)c1cccc(Cl)c1,4.24
OC(=O)C1CCCO1,2.48
Nc1cc(ccc1C(O)=O)C(O)=O,3.4
Cc1ccccc1C#N,3.48
CCOP(=S)(OCC)Oc1ncn(n1)-c1ccccc1,5.48
CC(C)(C)c1ccc(OCC2CO2)cc1,4.09
C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,3.61
CS(=O)(=O)c1ccc(C(O)=O)c(c1)[N+]([O-])=O,3.49
CCCCCCCC(=O)NCC(O)=O,4.01
CCCCOC(=O)\C=C/C(O)=O,4.45
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,4.69
CC(=C)C(=O)OC1CCCCC1,4.21
BrC(Br)Br,4.71
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)-n1nc2ccc(Cl)cc2n1,6.91
C1CN2CCC1C(C2)N1c2ccccc2CCc2ccccc12,5.83
COC(=O)\C=C/C(=O)OC,3.83
CCc1cccc(C)c1,4.17
COC(=O)c1sc(I)cc1N(C1CCC2(CC1)OCCO2)C(=O)[C@H]1CC[C@H](C)CC1,6.48
CC(C)C(OC(=O)c1ccccc1C(=O)OCc1ccccc1)C(C)(C)COC(=O)C(C)C,7.03
O=C=Nc1ccc(Cc2ccccc2)cc1,5.21
CCCCCCCCC(CO)CCCCCC,5.86
Oc1ccccc1Br,4.0
BrC1CCC(Br)C(Br)CCC(=O)C(Br)CCC1Br,7.1
CC(C)(C)c1cc(Cn2c3ccccc3sc2=S)cc(c1O)C(C)(C)C,6.53
Oc1c(Cl)cc(cc1Cl)-c1cc(Cl)c(O)c(Cl)c1,6.04
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,3.45
Fc1ccc2OC(CCc2c1)C1CO1,3.69
NN\C(N)=N\N,2.42
CCCCCCCCC(=O)OCC(CC)CCCC,5.48
NC1CCCc2ccccc12,3.21
CCOC(=O)CN1C(=O)c2ccccc2S1(=O)=O,3.44
CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1,4.65
OCCc1ccc(OCC(O)C=O)cc1,3.15
Nc1cccc(F)c1C#N,3.03
OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,4.31
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,6.53
Nc1ccc(Oc2ccc(N)cc2)cc1,3.97
CCCCCCCCCCCCOC(=O)C=C,6.08
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5.09
CCCCCn1cc(C(=O)Cc2ccccc2OC)c2ccccc12,6.23
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,5.32
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,3.36
CCCCCCCCCCCCCC[N+](C)(C)C,5.21
CCCC[C@H]1CCC(CC1)c1ccc(cc1)C(C)=O,6.28
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,4.69
CC(C)c1cccc(O)c1,4.41
CC1(OCCO1)[C@@]1(O)CC[C@H]2[C@@H]3C=CC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,4.54
CON(C)C(=O)\C=C(\C)OP(=O)(OC)OC,3.81
CC(=O)OCCC(Cl)C(C)=O,3.74
CC(COc1ccc(cc1)C(C)(C)C)OS(=O)OCCCl,4.67
CC(C1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(N)(=O)=O)c1ccccc1,4.75
Cc1cn([C@@H]2O[C@H](CO)C=C2)c(=O)[nH]c1=O,3.23
CCCN,1.65
Nc1ccc2[nH]c(=O)[nH]c2c1,2.58
CC(C)(C)NC[C@@H](O)COc1ccccc1C1CCCC1,5.46
Cc1cccc(O)c1C,3.94
CC(C)c1ccc(OP(O)(=O)Oc2ccccc2)cc1,5.17
CCOC(=O)c1sc(nc1C)-c1ccc(OCC(C)C)c(c1)C#N,6.11
Nc1ccc(cc1N)S(O)(=O)=O,2.46
C(Oc1cccc(c1)N(CC1CO1)CC1CO1)C1CO1,3.58
CC1=NN(C(=O)C1)c1cccc(c1)S(O)(=O)=O,3.37
CCCC1CCOC(C)S1,3.69
CCOC(=O)C(N)Cc1ccccc1,3.7
COC(=O)C1=CCC2CCC1N2C,3.1
CCn1cc[n+](C)c1,3.89
N[C@@H](CC(N)=O)C(O)=O,1.59
[O-][N+](=O)C(Cl)(Cl)Cl,3.28
CC(Cl)C(=O)C(C)(Cl)CCl,3.35
C[NH+]1CC(c2ccccc2)c2cccc(N)c2C1,4.54
Nc1ncc(s1)[N+]([O-])=O,3.31
CCN1CCOC1(C)CCC(C)C,4.18
CC(C)(C)OC(=O)N1CC(=O)C1,3.27
COC(=O)c1ccccc1OS(=O)(=O)c1ccc(O)cc1,3.54
CNC(=O)C(=NOC)c1ccccc1CON=C(C)C(=NOC)C(C)=NOC,5.06
O=c1ccc2ccccc2o1,3.27
CC(C)(C)C1CCC2(CC1)OCC(CCl)O2,4.9
OC1N=C(c2ccccn2)c2cc(Br)ccc2N=C1O,5.1
CC(C)O,0.8
C(Oc1cccc2[nH]c3ccccc3c12)C1CO1,5.15
CC(C)NC1CCC(CC1)(c1ccccc1)c1ccccc1,5.93
[O-][N+](=O)c1cc(Cl)cc(Cl)c1,4.73
Nc1ccc(cc1)N1CCOCC1=O,2.68
Oc1cc(Cl)cc(Cl)c1Cl,4.74
CCOC(=O)c1cncn1C(C)c1ccccc1,5.23
NC1CCC(CC2CCC(N)CC2)CC1,3.58
CN1COCN=C1N[N+]([O-])=O,2.98
NC(CO)(CO)CO,0.88
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,5.63
COC,2.17
C1C=CC2C3CC(C=C3)C12,5.29
CCOC(=O)C(C)=CCP(=O)(OCC)OCC,4.06
CCC(CC)C([O-])=O,3.0
OC(=O)c1cccc(c1)C(O)=O,3.65
CC(C)(C)OOC(C)(C)c1ccccc1,4.49
Cc1cccc(OCCOc2cccc(C)c2)c1,4.81
COc1ccc(cc1)C(=O)Nc1ccc(cc1N)C1=NNC(=O)CC1C,4.94
CCC(C)C(C)(CO)CO,1.74
CNCc1cccc2ccccc12,4.07
COc1cc(CC2(O)C(N)NC(N)=NC2=O)cc(OC)c1OC,3.41
CC(CC(=O)OOC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,6.15
CC(OCCOCCOC(=O)C=C)OCC(COC(C)OCCOCCOC(=O)C=C)(COC(C)OCCOCCOC(=O)C=C)NC(=O)COc1ccc2sc3ccccc3c(=O)c2c1,5.66
OC(=O)c1sc(C(O)=O)c2OCCOc12,3.61
OC1(CCCCC1)C#C,2.74
NC(=O)NO,1.96
CCCCCCCCc1ccc(OCCO)cc1,5.25
Cn1c(N)nc2nc[nH]c2c1=O,3.07
CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,5.96
ClCC1CO1,3.84
COC(C)CCO,1.47
COCc1ccc(C=O)o1,3.58
CC(C)(C)C(=O)CCc1ccc(Cl)cc1,4.35
Clc1ccc2c(CCc3cccnc3C2=O)c1,4.88
CC1CC(C)(C)c2cc(C(C)=O)c(cc2C1(C)C)C(O)=O,5.79
COc1cc(Cl)c(Nc2ccccc2CC(O)=O)c(Cl)c1O,5.75
CC1(C)O[B]OC1(C)C,2.69
CC(=CCO)C#C,3.24
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.33
CC(=O)c1cc(F)c(Cl)cc1Cl,4.72
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,5.85
CC(C)(C)c1cc(Br)cc(c1)C(C)(C)C,6.19
CCCCC(CC)COS(O)(=O)=O,3.09
CC(Cc1ccccc1)NC(C#N)c1ccccc1,4.16
CCC(N)c1ccccc1,3.6
NC(N)=Nc1nc(CSC(N)=N)cs1,4.25
CCO[P+](=O)OCC,2.9
O=c1[nH]c2ccccc2[nH]1,2.67
Cc1ccc(c(C)c1)[N+]([O-])=O,3.82
